nTasks=80;
nThreads=443;
nCPUs=20;
nCores=52;
rh=[407.59018021321276 209.13314332193931 214.67801422249516 339.2605601797939 411.16832422075316 206.98066695686768 410.7064152477954 329.36549310457264 330.6084674765749 304.59060012984526 208.92354089581232 152.78068063086977 181.86721067771515 154.16105811324667 456.2135088988114 351.7711958637368 425.920426250506 371.11936560660456 165.4722901782972 344.05705698245265 244.00829940925522 112.37011070321068 252.2203422322783 442.74106387553684 101.77279306535007 104.01419904714899 495.0363952877378 347.6168517279327 134.69363799707952 382.66211980490755 140.36865803777772 293.9196236569636 349.9185170524995 450.7740229143606 368.8012907209687 107.37402411168082 271.0579544035207 122.00819655296385 438.9736539918106 200.99180773197708 117.67843323293685 293.72763436758 112.17822220684077 137.61502274500964 282.8752016772794 465.3739894065977 397.36682618267236 228.6570126501546 336.25361111274987 464.2848601444269 308.8037438200505 100.07572081311027 429.0913779471382 471.5556348109733 311.9128177322268 181.46064342929375 146.18124767164102 322.9187352659709 439.25784586945593 118.51114833272808 365.10871416491574 403.41157219968306 303.9034124602759 130.04496042871406 392.23095681757314 471.9180134337048 427.53515696472704 184.1903958487985 227.23946626372555 416.091936390352 161.70125582378262 380.9945468239985 223.6522788810483 384.3147893680386 455.7179139126536 494.1896834517472 299.51427541289183 108.60245160020523 344.06636147246707 272.7285541465428 473.5358847124537 277.5519727320336 230.62542977330048 392.7447961296402 473.6837226890533 346.82621978770123 186.88619560739858 384.66079845058545 376.4300421554725 431.11682867698306 477.66428757085396 132.6287559113341 464.3284403327614 288.23913691119196 437.79218731951534 228.27414177641674 184.72622050574768 124.14367525411771 207.41898273280768 381.07529489662096 413.6015928190862 261.0033355161408 403.64221302735683 349.5716201294832 338.4879314139398 284.22714176522425 163.47810842605503 319.40462013100284 499.7812721678845 127.25970921158667 290.97101320940953 309.5013792491413 359.2093560763767 168.28261872487496 235.94454723793098 153.18860323808104 238.64765926181565 267.7422246242793 201.12905862175077 166.82499220876213 118.76168337141304 479.9911634880197 381.53179388862213 395.1694744192428 228.491624004807 324.2776944664269 266.7729638596136 150.76846158006492 139.59337817009745 431.67511316982757 253.88413544138976 384.48368781814355 433.00191200934705 465.5430127868034 232.08734602545582 411.5301099525868 124.92870230253658 101.4594737921501 423.6880620098445 160.39755146409044 101.63724798514076 104.19493899767511 361.2472142751497 205.61617006074795 169.35725027206632 109.21363072259958 105.38815041537428 384.3489305729306 210.88779425652086 282.17099117699547 123.04203056446332 363.66448957821666 153.33779201288723 385.5247908581164 200.9729237386082 221.19403527163342 477.8121130506092 140.4114979246473 257.5438218823809 176.01766369181678 146.56514184186238 384.8294676724021 382.20806582374763 190.48281067717826 297.28594373602465 406.4025680795118 161.3830609166479 462.9066342401491 254.74291571885098 467.21264784302457 395.9152696660145 353.4729810816128 340.0925603315952 387.5914001272113 398.3668282855838 306.38570504843955 332.27087777832253 172.25120947922176 402.5986531819218 178.05878581158356 338.22171584377577 152.55855930621146 103.6527751437287 288.9732704424689 463.5294835298574 364.8791746848127 110.124525095565 198.60670589492497 299.24921512724944 403.32192187017955 235.85807362353336 215.57763810056713 425.22779688722335 447.93046267172423 437.0424351188341 330.1926057861552 175.613571046099 457.2501120650487 421.4466368131321 490.58980526383056 438.7665521895013 293.45346119744227 388.20215441025175 323.7535092240516 326.2083437787225 438.9122978615899 271.9620566075306 267.50056579469265 487.096782505427 185.8546085049552 287.42476055506404 220.53396142089673 337.1969583216494 212.81416723132372 128.2858482838034 106.9120130003189 212.27329657048526 230.98129449355463 173.9053823373573 130.23383813836725 302.1969415131049 226.6953263349015 146.21053379874706 336.148103352515 375.03621361248685 452.1414269245025 159.61615254911243 336.5798547625685 228.78592277244996 361.53648785881404 172.560969619324 401.3944505948226 378.0794856808253 118.48808578566423 115.81225502283483 451.47684486400743 185.12784136997573 474.2728192308769 104.89457121170362 180.16791053462634 311.08217429624665 175.51698552103477 138.7138958127161 213.62591224200807 417.3281569380191 200.66382365155192 418.1247784142091 340.08466254671674 336.8553816290819 173.82333376508615 231.58701545270966 185.30477096922414 179.79776704641424 413.4879150260323 117.28445065317143 390.27738464789456 498.32394125048245 133.4848242430158 377.60302229517595 124.5313235284542 440.56310513735855 163.36569874254874 231.96597620486594 293.6345907106853 401.8703194430041 345.8571714056395 259.40411060295514 427.7964278808323 469.1565266698314 266.9254970807368 234.66262695747554 357.81187742213143 372.8754816361121 121.25180406175403 354.6048931552202 328.4137379630482 325.0752099203172 239.23305322740148 265.98069676217347 141.31032527144566 440.16912309703156 192.3839029499311 395.21627990788477 402.77416176762245 489.6291785811757 280.21559167487385 259.19491482320393 120.4702459631755 458.624734829172 308.10786527604796 240.0465515142777 359.8102186870541 179.67325599588725 128.34509263751372 371.9706246386281 200.15207761591998 244.92305208153718 295.5147468823396 143.85457732761253 287.42665712043276 209.33559652174748 185.96708430575745 390.4812829118913 401.892378130471 116.16844343699256 169.63622873931553 165.9294491341983 192.09893300453746 354.9739039302942 160.39169193712755 127.11293753501502 421.99706051483275 398.46519078244216 239.6210580056606 362.1374975538594 427.68947939920395 336.6255048735069 127.26498528322963 147.85945005550144 486.47259755735934 436.97929439877566 277.5941897879735 440.15640914049413 219.69089780318075 488.9702704725029 198.8002986280229 313.77674082513374 338.38302366056627 363.8753131048866 328.8219058266975 219.6123138335829 189.86551293498616 390.42472234364277 206.49972008407372 220.57263792348948 127.15141168943327 495.75636221523934 136.1136408267698 306.36675528783803 234.88925311686205 259.8019136456748 255.9762154629028 404.15068377676135 199.13301026135852 304.47250716462213 352.80408574251396 499.6140225970879 316.9678647340013 146.85776563742135 419.12735005997484 305.32957620553213 494.63114332418263 438.88534891750726 187.05992029206553 378.7949140886801 457.3509808438706 463.4972491248004 241.23824562786282 105.65792482234619 384.3993341141656 176.58715974110137 158.30212985209857 324.25582029777803 255.22410319650294 158.44916647512034 128.35013718425242 223.15208782109823 143.5239834203463 214.67270314696094 131.39021640357345 365.8914292261931 379.66488620353954 271.054024405224 274.30183768364606 270.4938003279351 186.7806150188235 445.7474583366423 485.21080572037454 394.6508634193718 266.1957350088451 243.3428000309502 469.79342513118826 105.71434192793525 253.31451362494244 454.5488735756451 478.73123737671006 456.55967320432416 274.6426607517293 491.1495526761197 327.02194945650814 257.11935556363676 251.59285848907817 393.0039780301196 224.74151106883969 296.01222890429824 195.9800391615865 447.62751337267713 195.97197484742756 124.54288967977965 361.9470817581112 426.9528683564403 464.02862289168826 373.55530580607643 398.42823057216197 153.8700212235204 464.6823154402895 285.3808241125011 104.19578760558306 279.7419372381447 296.9971561135794 132.5653032213202 446.15817123542206 344.5487090637349 286.06503791624567 396.79563368713457 317.4990772661868 371.502151279947 298.5655833260545 394.83364994310915 222.111608607849 289.885122191374 188.86329461781725 100.05994538661933 464.8590798449492 103.01657638137524 210.0851926909756 476.0876325954297 148.6616312082279 116.3771106172614 477.8178522823165 113.56120397976053 203.78384426029754 497.5958316928976 189.09730778608545 485.1134992135585 220.5498270869274 206.1260801587933 161.20000034239098 127.29670604513518 499.06500562993585 480.0996284571967 362.923479025135 474.2233450707209];
rc=[5418.59852322812 8670.508175482071 9978.545650527332 7734.726826821458 9457.449653592257 5229.252531081614 5673.885126074501 6927.605535798234 5552.664572758027 9865.914425634066 5651.146251288546 9183.470386635541 6364.58650938244 8792.995631107751 5794.449804956075 5103.931496700823 9568.76158657662 9623.686975850753 7259.871305777326 8037.461045538943];
CK=[
	[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1]
];
TH=[
	[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
