nTasks=40;
nThreads=214;
nCPUs=10;
nCores=19;
rh=[260.59159373178466 352.4048352776146 422.9734721226942 314.3571593602709 213.51552816375482 203.20696202654204 451.89189026962583 323.36872103666684 279.6494030475731 321.936040678199 292.6974712266899 287.61437449720916 349.02498702339795 297.2105628909263 342.6707363132288 329.1095826145131 111.31676804521193 112.80047651736535 453.1556731430517 414.46900735286636 138.981632543022 111.84023625740585 142.81696535960037 348.80876032764303 469.0272846480057 147.32201222053476 126.97146208957095 117.95697080248061 345.9994883376895 364.41433465381994 430.7599833553877 222.366381968704 422.39721547274695 377.17057091549 462.27895304265286 365.7863723135418 347.96076623370107 116.35582027372635 137.33214912825295 311.2353705617823 242.11340101875774 467.26583616912524 147.88649302766302 232.93260315580562 245.01987636981903 470.50479902523756 490.02055172553816 210.1448944048039 220.8018235400168 245.3329639548329 148.6092430550234 297.2797543034395 341.80602159984977 378.2637273545169 272.4317115019918 259.18118544790343 317.0118522737414 425.0260889180827 374.02081284539287 393.9015165680612 227.17531973497466 173.82275360132655 145.6468708366146 323.3434000975285 158.5342601653783 433.4871189426461 344.7894705146173 115.22989460214647 307.3914528484378 346.3594914076672 383.9819302691218 345.92864788581886 158.25813944328414 498.349720579583 421.24004313714516 341.85254973637063 248.9302839249373 493.7803203383306 203.04310997387094 311.234024819477 332.57755489215606 255.86151485866694 429.1339881621995 268.5901843197633 399.334962789945 477.23264485337586 183.70877115098597 325.0971145825796 494.7577200443517 253.38203639538222 419.1748899224176 173.04926911792333 391.16435856067875 123.30307739478954 410.8947635604284 293.7354436728958 255.74729438853288 424.8277094602864 475.9049473524957 137.2478565377097 225.84581111598223 167.13243155525566 149.54649295922664 247.9740635101313 262.82228780929944 271.3984075339001 342.8380509047874 381.1563505961986 378.03983881122184 304.55034884137325 230.91023476992203 153.1376314863829 485.0816407756351 199.70861935613112 197.42086535566852 302.9830941904888 377.1501089321022 325.2135626624733 269.58989458904824 100.82508994531713 461.9782863775188 184.69677663136218 462.0449678553451 271.02133791819324 216.88804190341415 226.7242934889956 203.0451269584005 336.7412696945395 181.6686724392583 282.6568986136889 396.07692398690466 487.84023377181546 182.64915947029343 123.87763333633926 238.25578356513287 156.10885117947527 135.5319360745974 439.83910484435626 320.5073357889729 392.18848375579023 468.1020407733865 280.26263711459126 416.530038324258 161.16260966159365 462.56957219620404 447.67223905252865 421.5213635421226 351.1351335101176 266.1870773078657 393.30588921172193 474.2121740244113 461.8615910048024 221.47893193705522 342.80395475503275 241.41408278679992 391.0292765021079 226.0116738932584 404.8646784067495 473.93060304344317 161.39014709343908 198.74111977197222 448.2050589248734 478.3315054554735 222.52808693258675 429.20058285363416 406.9321684784277 280.28926106997085 132.32646530560356 102.70770327592125 415.4986069593774 223.5378973776855 128.83412187129858 197.38681047655024 225.31504842023566 133.45898378215145 299.6178280206816 469.05946899262625 483.7067297173232 495.75501204317464 106.83321517438617 330.31495926551975 101.13913386012987 153.93000803901748 209.59368024133335 382.76981365662357 242.91791176829184 272.7487186904599 160.0078985783255 147.82897040787554 131.08655457800134 411.3451661857991 269.275425711254 320.3365742665259 202.89968549125302 427.4596080238655 126.52053547267977 340.2926656489948 476.0135995817504 342.8389674083669 286.6329769381815 404.60085368999825 111.28539327183388 287.64474983614855 220.09566789019547 238.56412252702395 280.2133560976409 467.03078964238347 421.1060232125037 106.83729261303299 156.0610994005191 479.47527632515585 108.73581734240325 175.1779187751612 466.3178535529163];
rc=[8073.079432747543 5858.036680014525 9246.443168175323 5014.482640560811 7467.558406145856 7468.7580466809995 8600.196946875376 5813.0926163422855 8539.625137170975 9939.040330782185];
CK=[
	[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1]
];
TH=[
	[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
