nTasks=20;
nThreads=100;
nCPUs=5;
nCores=10;
rh=[470.7108630007369 351.253598271614 492.1528575381246 175.73342619598375 113.77313076176901 491.01860834641553 305.25581308335467 365.9504263448132 468.2427002440919 321.8314367267393 389.9537577944568 302.3316709650391 377.60358817883326 209.16612402463545 145.62422765583003 490.4149725572325 403.8696170966762 106.06640403547614 175.5440540341247 328.22276122042786 152.26407443312553 312.21808500977295 361.48674794938944 176.31213345528928 496.79074358499986 458.9332902854872 300.8026991973653 402.2908306757736 187.6272347728971 270.74485036579244 200.23610334259132 223.81025817324422 194.53279380552578 240.65135750189052 488.5563502177963 432.0720757644351 374.4597180070154 456.5631061185133 196.26031317997098 341.7022913595248 287.3618111276755 264.0364927824911 225.68539080581505 436.49983259963705 395.6543263966565 189.34046535999232 241.84251411849314 493.94651590877066 288.1210324761142 207.12680088525684 347.7792001426462 252.16293662568367 191.5042115491763 411.6702108218278 474.2222437361838 308.40889524574476 146.37765949479822 480.2981619730918 332.0915608390636 182.94277719549598 265.4817892286372 387.51663974976356 467.40543057813954 134.74054538610312 480.3923030239436 123.99890367999093 235.71724276372638 156.2298192725603 115.1668873899324 284.0263707288638 332.8664455576331 236.37675162910216 404.83222869244923 317.0763358478639 216.87845088806816 116.7024029477922 209.8578779271815 403.78120523011927 393.7115592137036 494.6865726267857 260.6361675148151 139.81860365140972 285.27116405597496 161.30697690071835 209.3317765499021 101.20166085634375 290.8936541417047 450.0362557136149 488.5847184807341 156.14863564825848 450.3431163856698 460.11897079662714 109.25213722923677 121.18411961533862 109.57400228017882 327.32084072760074 484.28496436601074 264.33571818608425 282.04661323872705 358.3600866043861];
rc=[6795.853225096195 8116.111320074341 8625.043097909416 5476.71446428477 5615.023477269353];
CK=[
	[1 1 0 0 0 0 0 0 0 0]
	[0 0 1 1 1 1 0 0 0 0]
	[0 0 0 0 0 0 1 0 0 0]
	[0 0 0 0 0 0 0 1 0 0]
	[0 0 0 0 0 0 0 0 1 1]
];
TH=[
	[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
